choice_0_0;choice_1_0;choice_2_0;choice_3_0;av_0_0;av_1_0;av_2_0;av_3_0;LADE_TANK_ZEIT_0_0;LADE_TANK_ZEIT_1_0;LADE_TANK_ZEIT_2_0;LADE_TANK_ZEIT_3_0;MEAN_HH_AGE_0_0;MEAN_HH_AGE_1_0;MEAN_HH_AGE_2_0;MEAN_HH_AGE_3_0;RELATIVER_KAUFPREIS_0_0;REICHWEITE_DURCH100_0_0;RELATIVER_KAUFPREIS_1_0;REICHWEITE_DURCH100_1_0;RELATIVER_KAUFPREIS_2_0;REICHWEITE_DURCH100_2_0;RELATIVER_KAUFPREIS_3_0;REICHWEITE_DURCH100_3_0
0;0;1;0;0;1;1;1;0;2;20;2;40.33333333;40.33333333;40.33333333;40.33333333;0;0;20;7;9.090909091;4.5;16.36363636;8
1;0;0;0;1;1;1;0;2;2;5;0;19.33333333;19.33333333;19.33333333;19.33333333;16.92307692;5;9.230769231;7;26.15384615;6.5;0;0
0;0;1;0;0;0;1;1;0;0;15;2;63;63;63;63;0;0;0;0;13.33333333;6.5;24.44444444;4
0;0;1;0;0;1;1;0;0;2;5;0;20.33333333;20.33333333;20.33333333;20.33333333;0;0;5.185185185;7;8.148148148;2.5;0;0
0;0;0;1;1;1;0;1;2;2;0;2;35;35;35;35;3.888888889;9;10.55555556;5;0;0;5;4
1;0;0;0;1;0;1;0;2;0;15;0;52;52;52;52;15.29411765;9;0;0;12.94117647;2.5;0;0
0;1;0;0;0;1;1;1;0;2;25;2;63;63;63;63;0;0;10.58823529;7;22.35294118;6.5;10.58823529;4
0;1;0;0;1;1;1;0;2;2;25;0;20;20;20;20;15.55555556;7;20;9;17.77777778;2.5;0;0
0;1;0;0;0;1;1;1;0;2;15;2;32.5;32.5;32.5;32.5;0;0;12.72727273;7;20;6.5;30.90909091;8
0;0;0;1;0;0;1;1;0;0;10;2;54.66666667;54.66666667;54.66666667;54.66666667;0;0;0;0;7.368421053;6.5;9.473684211;4
0;0;0;1;0;1;0;1;0;2;0;2;59;59;59;59;0;0;42.22222222;5;0;0;24.44444444;6
0;1;0;0;0;1;1;1;0;2;20;2;23;23;23;23;0;0;24.44444444;9;33.33333333;4.5;24.44444444;4
0;1;0;0;0;1;1;0;0;2;5;0;27.5;27.5;27.5;27.5;0;0;10;9;15.71428571;4.5;0;0
0;0;1;0;0;1;1;1;0;2;25;2;52.5;52.5;52.5;52.5;0;0;3.888888889;5;5;4.5;6.111111111;8
0;1;0;0;1;1;1;0;2;2;10;0;49.25;49.25;49.25;49.25;3.529411765;9;10.58823529;5;17.64705882;4.5;0;0
0;0;0;1;1;0;1;1;2;0;15;2;34;34;34;34;6.086956522;7;0;0;9.565217391;6.5;7.826086957;4
1;0;0;0;1;0;1;1;2;0;15;2;28.5;28.5;28.5;28.5;1.666666667;9;0;0;8.333333333;4.5;5;4
0;0;1;0;1;1;1;0;2;2;10;0;13;13;13;13;17.33333333;5;22.66666667;7;17.33333333;6.5;0;0
0;1;0;0;0;1;1;1;0;2;15;2;41.33333333;41.33333333;41.33333333;41.33333333;0;0;25.71428571;7;20;6.5;25.71428571;4
0;0;1;0;0;1;1;0;0;2;5;0;26.5;26.5;26.5;26.5;0;0;2.4;5;5.6;6.5;0;0
0;0;0;1;1;0;1;1;2;0;5;2;32;32;32;32;13.04347826;5;0;0;16.52173913;6.5;9.565217391;6
1;0;0;0;1;0;1;1;2;0;5;2;24.8;24.8;24.8;24.8;16.36363636;9;0;0;16.36363636;2.5;16.36363636;6
1;0;0;0;1;0;1;1;2;0;25;2;59;59;59;59;20;5;0;0;20;4.5;20;8
1;0;0;0;1;1;1;0;2;2;25;0;23;23;23;23;11.11111111;7;13.33333333;9;24.44444444;2.5;0;0
0;0;1;0;0;1;1;1;0;2;20;2;69;69;69;69;0;0;28.88888889;5;6.666666667;4.5;20;8
0;0;0;1;0;1;1;1;0;2;5;2;44;44;44;44;0;0;11.30434783;9;6.086956522;4.5;6.956521739;8
0;0;1;0;0;1;1;1;0;2;5;2;52.5;52.5;52.5;52.5;0;0;6.111111111;7;8.333333333;6.5;5;4
0;0;1;0;1;0;1;1;2;0;15;2;44.33333333;44.33333333;44.33333333;44.33333333;7.586206897;7;0;0;7.586206897;2.5;7.586206897;8
0;0;1;0;1;1;1;0;2;2;20;0;31;31;31;31;4.347826087;5;4.347826087;7;6.086956522;6.5;0;0
0;0;1;0;1;0;1;0;2;0;15;0;44;44;44;44;9.565217391;5;0;0;5.217391304;6.5;0;0
0;0;1;0;1;0;1;1;2;0;5;2;46.66666667;46.66666667;46.66666667;46.66666667;3.157894737;9;0;0;15.78947368;4.5;9.473684211;4
0;1;0;0;0;1;1;0;0;2;10;0;68.5;68.5;68.5;68.5;0;0;44;7;28;2.5;0;0
0;0;0;1;0;0;1;1;0;0;20;2;54.66666667;54.66666667;54.66666667;54.66666667;0;0;0;0;7.368421053;6.5;11.57894737;6
1;0;0;0;1;0;1;1;2;0;5;2;38.33333333;38.33333333;38.33333333;38.33333333;10;7;0;0;15.71428571;2.5;21.42857143;8
0;0;1;0;0;0;1;1;0;0;15;2;39;39;39;39;0;0;0;0;12.94117647;6.5;12.94117647;6
1;0;0;0;1;1;0;1;2;2;0;2;68;68;68;68;20;5;9.333333333;7;0;0;20;8
0;0;1;0;1;1;1;0;2;2;25;0;46;46;46;46;12.72727273;7;12.72727273;9;18.18181818;2.5;0;0
0;0;0;1;0;1;1;1;0;2;15;2;66;66;66;66;0;0;9.473684211;5;15.78947368;4.5;9.473684211;8
0;0;1;0;0;1;1;1;0;2;20;2;17;17;17;17;0;0;10.90909091;5;12.72727273;6.5;20;8
0;0;1;0;1;0;1;1;2;0;15;2;29;29;29;29;76;5;0;0;28;6.5;44;6
0;0;1;0;0;0;1;1;0;0;10;2;31.5;31.5;31.5;31.5;0;0;0;0;20;6.5;10.58823529;6
0;0;1;0;0;0;1;1;0;0;25;2;24;24;24;24;0;0;0;0;12;2.5;36;8
0;0;1;0;1;1;1;0;2;2;15;0;26;26;26;26;14.07407407;5;5.185185185;7;5.185185185;6.5;0;0
0;0;1;0;1;1;1;0;2;2;10;0;31.5;31.5;31.5;31.5;15.71428571;7;15.71428571;5;14.28571429;6.5;0;0
0;1;0;0;0;1;0;1;0;2;0;2;59.5;59.5;59.5;59.5;0;0;16.19047619;5;0;0;8.571428571;8
0;0;0;1;0;0;1;1;0;0;10;2;27;27;27;27;0;0;0;0;20;2.5;52;6
0;1;0;0;1;1;0;1;2;2;0;2;29;29;29;29;36;7;52;9;0;0;36;4
0;1;0;0;0;1;1;1;0;2;20;2;44.33333333;44.33333333;44.33333333;44.33333333;0;0;10.34482759;5;6.206896552;4.5;6.206896552;8
1;0;0;0;1;0;1;0;2;0;25;0;40.33333333;40.33333333;40.33333333;40.33333333;10.66666667;5;0;0;14.66666667;6.5;0;0
0;0;1;0;1;0;1;1;2;0;20;2;36.33333333;36.33333333;36.33333333;36.33333333;18.57142857;9;0;0;10;2.5;11.42857143;6
1;0;0;0;1;0;1;1;2;0;25;2;24;24;24;24;9.333333333;9;0;0;14.66666667;4.5;14.66666667;4
0;0;1;0;0;1;1;0;0;2;20;0;51.5;51.5;51.5;51.5;0;0;42.22222222;5;17.77777778;6.5;0;0
1;0;0;0;1;1;1;0;2;2;20;0;60;60;60;60;12.72727273;7;20;5;12.72727273;6.5;0;0
0;1;0;0;1;1;1;0;2;2;20;0;38.66666667;38.66666667;38.66666667;38.66666667;15.2;5;6.4;7;5.6;6.5;0;0
0;0;0;1;1;1;0;1;2;2;0;2;25;25;25;25;17.33333333;5;6.666666667;9;0;0;14.66666667;6
1;0;0;0;1;1;1;0;2;2;5;0;40;40;40;40;10.66666667;5;14.66666667;9;14.66666667;4.5;0;0
0;0;1;0;1;0;1;0;2;0;10;0;27;27;27;27;28;9;0;0;76;4.5;0;0
0;1;0;0;1;1;0;1;2;2;0;2;66;66;66;66;3.157894737;9;13.68421053;5;0;0;13.68421053;6
0;1;0;0;0;1;1;0;0;2;15;0;43;43;43;43;0;0;13.75;5;7.5;6.5;0;0
0;0;0;1;1;0;1;1;2;0;5;2;30;30;30;30;10;7;0;0;15.71428571;2.5;12.85714286;8
1;0;0;0;1;1;1;0;2;2;10;0;32;32;32;32;11.76470588;5;10.58823529;7;7.058823529;6.5;0;0
0;0;1;0;1;1;1;0;2;2;15;0;40;40;40;40;6.111111111;7;3.888888889;5;9.444444444;6.5;0;0
1;0;0;0;1;0;1;0;2;0;5;0;61;61;61;61;9.333333333;7;0;0;17.33333333;6.5;0;0
0;0;1;0;1;0;1;0;2;0;5;0;42;42;42;42;5.217391304;9;0;0;6.956521739;4.5;0;0
0;0;1;0;0;1;1;1;0;2;10;2;33.5;33.5;33.5;33.5;0;0;18.57142857;9;7.142857143;2.5;12.85714286;6
1;0;0;0;1;0;1;0;2;0;10;0;23.33333333;23.33333333;23.33333333;23.33333333;7.368421053;9;0;0;20;4.5;0;0
0;1;0;0;0;1;1;1;0;2;5;2;18.5;18.5;18.5;18.5;0;0;6.666666667;7;12;2.5;12;8
0;0;0;1;1;0;1;1;2;0;5;2;41.5;41.5;41.5;41.5;20;5;0;0;34.54545455;4.5;16.36363636;8
0;0;1;0;0;1;1;1;0;2;20;2;38.33333333;38.33333333;38.33333333;38.33333333;0;0;18.57142857;5;24.28571429;6.5;12.85714286;6
0;0;0;1;1;1;0;1;2;2;0;2;27.5;27.5;27.5;27.5;15.29411765;7;8.235294118;5;0;0;10.58823529;8
0;0;1;0;0;1;1;1;0;2;15;2;22;22;22;22;0;0;31.42857143;7;31.42857143;2.5;31.42857143;8
1;0;0;0;1;0;1;1;2;0;10;2;32;32;32;32;15.29411765;5;0;0;15.29411765;6.5;10.58823529;6
0;0;1;0;1;0;1;1;2;0;25;2;40.33333333;40.33333333;40.33333333;40.33333333;20;7;0;0;20;6.5;20;4
0;0;1;0;1;0;1;1;2;0;15;2;63;63;63;63;70;7;0;0;70;6.5;130;4
0;0;1;0;1;0;1;1;2;0;25;2;59;59;59;59;9.565217391;5;0;0;9.565217391;4.5;7.826086957;8
0;1;0;0;1;1;0;1;2;2;0;2;68;68;68;68;17.33333333;7;9.333333333;5;0;0;14.66666667;8
0;0;1;0;0;1;1;0;0;2;15;0;37.5;37.5;37.5;37.5;0;0;28.88888889;5;15.55555556;2.5;0;0
0;0;0;1;0;0;1;1;0;0;25;2;40;40;40;40;0;0;0;0;23.07692308;6.5;20;4
1;0;0;0;1;0;1;1;2;0;20;2;30.5;30.5;30.5;30.5;12.72727273;9;0;0;14.54545455;2.5;20;6
1;0;0;0;1;1;1;0;2;2;25;0;60;60;60;60;9.090909091;7;34.54545455;5;23.63636364;6.5;0;0
0;0;0;1;1;0;1;1;2;0;20;2;20.75;20.75;20.75;20.75;7.586206897;5;0;0;7.586206897;4.5;7.586206897;8
0;0;1;0;0;1;1;0;0;2;20;0;63;63;63;63;0;0;14.54545455;7;20;6.5;0;0
0;1;0;0;1;1;1;0;2;2;10;0;56;56;56;56;5.263157895;7;13.68421053;5;7.368421053;6.5;0;0
0;0;1;0;0;0;1;1;0;0;10;2;31;31;31;31;0;0;0;0;11.30434783;6.5;9.565217391;6
0;0;1;0;0;1;1;1;0;2;5;2;62;62;62;62;0;0;31.42857143;7;48.57142857;6.5;25.71428571;4
1;0;0;0;1;1;0;1;2;2;0;2;44;44;44;44;17.14285714;5;37.14285714;9;0;0;48.57142857;6
0;0;1;0;0;0;1;1;0;0;15;2;43;43;43;43;0;0;0;0;4.761904762;4.5;8.571428571;4
0;0;1;0;0;1;1;1;0;2;25;2;26;26;26;26;0;0;2.222222222;9;9.62962963;4.5;6.666666667;4
0;1;0;0;0;1;1;1;0;2;25;2;52;52;52;52;0;0;10.76923077;9;12.30769231;4.5;16.92307692;4
1;0;0;0;1;0;1;1;2;0;20;2;34.5;34.5;34.5;34.5;17.77777778;9;0;0;20;2.5;24.44444444;6
0;1;0;0;0;1;1;0;0;2;20;0;58;58;58;58;0;0;6.111111111;7;3.888888889;6.5;0;0
1;0;0;0;1;0;1;1;2;0;15;2;31.5;31.5;31.5;31.5;5.263157895;7;0;0;20;6.5;9.473684211;4
0;0;1;0;0;0;1;1;0;0;5;2;60;60;60;60;0;0;0;0;12.72727273;2.5;20;6
1;0;0;0;1;1;1;0;2;2;20;0;21;21;21;21;12;9;6.666666667;7;17.33333333;6.5;0;0
0;0;0;1;1;0;1;1;2;0;10;2;16;16;16;16;9.62962963;7;0;0;6.666666667;2.5;7.407407407;8
1;0;0;0;1;0;1;1;2;0;10;2;26;26;26;26;26.15384615;9;0;0;13.84615385;2.5;16.92307692;6
0;0;1;0;1;0;1;1;2;0;20;2;26;26;26;26;9.090909091;9;0;0;16.36363636;2.5;20;6
0;0;1;0;1;1;1;0;2;2;25;0;39.66666667;39.66666667;39.66666667;39.66666667;7.222222222;9;3.888888889;5;3.888888889;4.5;0;0
0;0;1;0;1;1;1;0;2;2;5;0;18;18;18;18;5;9;9.444444444;5;6.111111111;4.5;0;0
0;0;1;0;0;0;1;1;0;0;20;2;30.25;30.25;30.25;30.25;0;0;0;0;9.565217391;4.5;14.7826087;8
0;0;0;1;1;0;1;1;2;0;20;2;37.25;37.25;37.25;37.25;8.965517241;7;0;0;4.827586207;2.5;7.586206897;8
0;0;0;1;0;1;1;1;0;2;5;2;59;59;59;59;0;0;20;5;15.55555556;6.5;20;6
1;0;0;0;1;1;1;0;2;2;10;0;65.5;65.5;65.5;65.5;5.454545455;5;14.54545455;9;20;4.5;0;0
0;0;0;1;1;0;1;1;2;0;15;2;20.75;20.75;20.75;20.75;2.4;9;0;0;12;4.5;7.2;4
0;0;0;1;0;0;1;1;0;0;25;2;33.66666667;33.66666667;33.66666667;33.66666667;0;0;0;0;20;2.5;18.18181818;6
0;0;1;0;0;1;1;1;0;2;10;2;60;60;60;60;0;0;52;9;20;2.5;60;6
0;0;0;1;0;0;1;1;0;0;10;2;32;32;32;32;0;0;0;0;11.11111111;4.5;20;6
0;1;0;0;1;1;1;0;2;2;20;0;24;24;24;24;32;7;52;5;76;6.5;0;0
0;1;0;0;0;1;1;1;0;2;20;2;58;58;58;58;0;0;20;7;54.28571429;6.5;25.71428571;4
1;0;0;0;1;0;1;1;2;0;20;2;31.33333333;31.33333333;31.33333333;31.33333333;16.92307692;7;0;0;13.84615385;6.5;16.92307692;4
0;1;0;0;1;1;0;1;2;2;0;2;32.33333333;32.33333333;32.33333333;32.33333333;15.55555556;5;20;9;0;0;22.22222222;6
0;1;0;0;1;1;1;0;2;2;15;0;25;25;25;25;16.52173913;5;6.086956522;7;6.956521739;6.5;0;0
1;0;0;0;1;1;0;1;2;2;0;2;54.66666667;54.66666667;54.66666667;54.66666667;11.57894737;9;13.68421053;7;0;0;15.78947368;4
0;0;1;0;0;1;1;0;0;2;5;0;67;67;67;67;0;0;9.473684211;7;7.368421053;6.5;0;0
0;0;1;0;1;0;1;0;2;0;10;0;36;36;36;36;11.30434783;9;0;0;6.086956522;4.5;0;0
0;1;0;0;0;1;1;1;0;2;10;2;36.5;36.5;36.5;36.5;0;0;3.157894737;7;13.68421053;6.5;9.473684211;8
1;0;0;0;1;1;1;0;2;2;15;0;21;21;21;21;31.42857143;7;17.14285714;9;31.42857143;2.5;0;0
0;0;0;1;0;1;1;1;0;2;10;2;59;59;59;59;0;0;28.88888889;7;13.33333333;6.5;20;4
1;0;0;0;1;0;1;1;2;0;20;2;52.66666667;52.66666667;52.66666667;52.66666667;6.666666667;7;0;0;12.38095238;6.5;8.571428571;4
0;0;1;0;0;0;1;1;0;0;15;2;40.6;40.6;40.6;40.6;0;0;0;0;12;6.5;7.2;6
0;0;1;0;1;1;1;0;2;2;10;0;33;33;33;33;5.714285714;5;2.857142857;7;10.47619048;6.5;0;0
0;1;0;0;0;1;1;1;0;2;5;2;52;52;52;52;0;0;15.38461538;9;7.692307692;2.5;23.07692308;6
0;0;0;1;1;1;0;1;2;2;0;2;44;44;44;44;4.347826087;9;14.7826087;5;0;0;11.30434783;6
0;0;1;0;1;0;1;0;2;0;5;0;25.2;25.2;25.2;25.2;8.333333333;7;0;0;8.333333333;6.5;0;0
0;0;1;0;1;0;1;1;2;0;10;2;59;59;59;59;20;9;0;0;15.55555556;4.5;28.88888889;4
1;0;0;0;1;0;1;1;2;0;5;2;26.5;26.5;26.5;26.5;7.692307692;7;0;0;10.76923077;2.5;13.84615385;8
0;1;0;0;1;1;1;0;2;2;5;0;46.5;46.5;46.5;46.5;15.78947368;5;9.473684211;9;9.473684211;4.5;0;0
0;0;1;0;0;1;1;1;0;2;5;2;47;47;47;47;0;0;20;9;12.72727273;2.5;30.90909091;4
0;0;1;0;1;1;1;0;2;2;25;0;18.25;18.25;18.25;18.25;20;9;10.76923077;7;10.76923077;2.5;0;0
0;0;0;1;1;0;1;1;2;0;15;2;16.33333333;16.33333333;16.33333333;16.33333333;15.71428571;5;0;0;15.71428571;2.5;12.85714286;6
1;0;0;0;1;0;1;1;2;0;10;2;52;52;52;52;13.84615385;7;0;0;16.92307692;2.5;20;8
0;0;0;1;0;1;0;1;0;2;0;2;58;58;58;58;0;0;37.14285714;5;0;0;25.71428571;6
0;0;0;1;0;0;1;1;0;0;10;2;61.5;61.5;61.5;61.5;0;0;0;0;16.92307692;2.5;12.30769231;6
0;0;1;0;1;0;1;1;2;0;20;2;44;44;44;44;10.76923077;7;0;0;20;6.5;23.07692308;4
0;0;0;1;0;1;1;1;0;2;15;2;37;37;37;37;0;0;8.333333333;9;3.888888889;4.5;6.111111111;4
0;1;0;0;0;1;1;1;0;2;15;2;66;66;66;66;0;0;30;7;110;2.5;110;8
0;0;0;1;0;1;0;1;0;2;0;2;41;41;41;41;0;0;15.29411765;9;0;0;10.58823529;6
0;0;1;0;1;0;1;1;2;0;5;2;55.33333333;55.33333333;55.33333333;55.33333333;16.92307692;5;0;0;13.84615385;6.5;13.84615385;6
0;0;1;0;0;0;1;1;0;0;20;2;59;59;59;59;0;0;0;0;12.72727273;4.5;16.36363636;8
0;1;0;0;1;1;1;0;2;2;25;0;26;26;26;26;3.703703704;9;9.62962963;5;9.62962963;4.5;0;0
1;0;0;0;1;1;1;0;2;2;10;0;31;31;31;31;10.55555556;9;3.888888889;7;6.111111111;2.5;0;0
0;0;1;0;1;1;1;0;2;2;25;0;26.5;26.5;26.5;26.5;14.28571429;5;6.666666667;9;7.619047619;4.5;0;0
0;1;0;0;1;1;1;0;2;2;20;0;24;24;24;24;22.66666667;9;9.333333333;7;9.333333333;2.5;0;0
0;0;1;0;1;0;1;1;2;0;25;2;32.33333333;32.33333333;32.33333333;32.33333333;42.22222222;5;0;0;20;6.5;24.44444444;6
0;1;0;0;0;1;1;0;0;2;15;0;29;29;29;29;0;0;36;5;28;4.5;0;0
0;1;0;0;0;1;1;1;0;2;10;2;38.66666667;38.66666667;38.66666667;38.66666667;0;0;4;7;5.6;2.5;8;8
0;0;1;0;1;0;1;0;2;0;5;0;16.33333333;16.33333333;16.33333333;16.33333333;21.42857143;7;0;0;10;6.5;0;0
0;0;0;1;1;0;1;1;2;0;15;2;39;39;39;39;12.85714286;9;0;0;12.85714286;2.5;12.85714286;6
1;0;0;0;1;0;1;1;2;0;20;2;23;23;23;23;5.263157895;9;0;0;6.315789474;2.5;11.57894737;6
0;0;0;1;0;1;1;1;0;2;5;2;49.5;49.5;49.5;49.5;0;0;10.76923077;7;9.230769231;6.5;26.15384615;8
0;0;0;1;0;1;1;1;0;2;25;2;23;23;23;23;0;0;9.473684211;5;5.263157895;2.5;11.57894737;6
0;0;0;1;1;1;0;1;2;2;0;2;31.25;31.25;31.25;31.25;16.25;9;10;7;0;0;13.75;4
0;0;0;1;1;0;1;1;2;0;20;2;30.66666667;30.66666667;30.66666667;30.66666667;6.086956522;7;0;0;6.086956522;6.5;16.52173913;4
0;0;1;0;1;0;1;1;2;0;5;2;42;42;42;42;6.086956522;5;0;0;6.086956522;6.5;9.565217391;6
0;0;0;1;0;1;1;1;0;2;15;2;35.5;35.5;35.5;35.5;0;0;1.666666667;9;6.111111111;4.5;7.222222222;4
1;0;0;0;1;0;1;0;2;0;10;0;47;47;47;47;7.692307692;7;0;0;10.76923077;2.5;0;0
0;1;0;0;1;1;1;0;2;2;25;0;67;67;67;67;10.90909091;7;23.63636364;5;16.36363636;6.5;0;0
0;0;1;0;1;0;1;1;2;0;15;2;50.66666667;50.66666667;50.66666667;50.66666667;17.64705882;5;0;0;15.29411765;6.5;10.58823529;6
0;0;1;0;0;0;1;1;0;0;5;2;63;63;63;63;0;0;0;0;16.36363636;6.5;20;8
0;1;0;0;1;1;1;0;2;2;5;0;59.5;59.5;59.5;59.5;6.956521739;5;11.30434783;9;5.217391304;2.5;0;0
0;0;1;0;0;1;1;1;0;2;15;2;37;37;37;37;0;0;20;9;5.454545455;2.5;20;6
0;0;1;0;1;1;1;0;2;2;15;0;25.2;25.2;25.2;25.2;3.888888889;9;8.333333333;5;4.444444444;4.5;0;0
0;1;0;0;1;1;0;1;2;2;0;2;69.5;69.5;69.5;69.5;5.882352941;9;12.94117647;7;0;0;10.58823529;4
0;0;1;0;1;1;1;0;2;2;25;0;62;62;62;62;23.63636364;5;20;9;16.36363636;4.5;0;0
1;0;0;0;1;1;1;0;2;2;20;0;24;24;24;24;20;9;68;5;60;4.5;0;0
1;0;0;0;1;1;0;1;2;2;0;2;42;42;42;42;2.608695652;9;13.04347826;7;0;0;6.956521739;4
0;0;1;0;0;1;1;1;0;2;5;2;64;64;64;64;0;0;23.07692308;7;7.692307692;2.5;13.84615385;8
0;0;1;0;1;1;1;0;2;2;5;0;69;69;69;69;30.90909091;7;27.27272727;9;9.090909091;2.5;0;0
0;0;0;1;0;1;1;1;0;2;10;2;30.33333333;30.33333333;30.33333333;30.33333333;0;0;5.263157895;5;10.52631579;6.5;9.473684211;6
0;0;0;1;0;1;1;1;0;2;10;2;33.66666667;33.66666667;33.66666667;33.66666667;0;0;12.94117647;7;10.58823529;2.5;9.411764706;6
0;0;0;1;1;0;1;1;2;0;20;2;39;39;39;39;2.857142857;9;0;0;8.571428571;2.5;7.619047619;6
0;0;1;0;0;1;1;1;0;2;20;2;33.2;33.2;33.2;33.2;0;0;2.777777778;7;6.111111111;6.5;5;4
0;0;0;1;1;0;1;1;2;0;5;2;21;21;21;21;37.14285714;5;0;0;14.28571429;4.5;25.71428571;8
0;0;0;1;1;1;0;1;2;2;0;2;39.66666667;39.66666667;39.66666667;39.66666667;16.52173913;5;6.086956522;9;0;0;7.826086957;6
1;0;0;0;1;0;1;1;2;0;25;2;60;60;60;60;10.90909091;7;0;0;20;6.5;16.36363636;6
0;1;0;0;0;1;1;1;0;2;10;2;52;52;52;52;0;0;4.615384615;9;16.92307692;2.5;13.84615385;6
0;0;1;0;1;1;1;0;2;2;20;0;23;23;23;23;17.33333333;9;9.333333333;7;9.333333333;2.5;0;0
0;0;1;0;0;1;1;1;0;2;25;2;34;34;34;34;0;0;24;9;44;4.5;44;4
0;0;0;1;0;0;1;1;0;0;5;2;40.66666667;40.66666667;40.66666667;40.66666667;0;0;0;0;20;2.5;42.85714286;6
0;1;0;0;1;1;1;0;2;2;25;0;63;63;63;63;31.42857143;5;14.28571429;9;14.28571429;4.5;0;0
1;0;0;0;1;1;1;0;2;2;5;0;38.33333333;38.33333333;38.33333333;38.33333333;7.142857143;7;21.42857143;9;12.85714286;2.5;0;0
0;0;0;1;1;1;0;1;2;2;0;2;25;25;25;25;24.44444444;9;37.77777778;5;0;0;24.44444444;6
1;0;0;0;1;0;1;1;2;0;10;2;39.33333333;39.33333333;39.33333333;39.33333333;15.71428571;5;0;0;15.71428571;4.5;21.42857143;8
0;0;1;0;1;0;1;1;2;0;20;2;34;34;34;34;6.315789474;7;0;0;7.368421053;6.5;13.68421053;4
0;0;1;0;1;0;1;0;2;0;20;0;21.75;21.75;21.75;21.75;17.33333333;5;0;0;9.333333333;6.5;0;0
0;0;1;0;1;1;1;0;2;2;10;0;39;39;39;39;14.28571429;5;12.85714286;7;8.571428571;6.5;0;0
0;0;0;1;0;1;1;1;0;2;10;2;30.75;30.75;30.75;30.75;0;0;5;9;2.777777778;4.5;8.333333333;4
1;0;0;0;1;1;0;1;2;2;0;2;34;34;34;34;4.827586207;9;7.586206897;5;0;0;6.206896552;6
0;0;1;0;0;0;1;1;0;0;10;2;33.2;33.2;33.2;33.2;0;0;0;0;5;6.5;7.222222222;4
0;0;1;0;1;0;1;1;2;0;15;2;52.5;52.5;52.5;52.5;3.888888889;9;0;0;3.888888889;4.5;8.333333333;4
0;0;1;0;1;0;1;1;2;0;15;2;63;63;63;63;31.42857143;5;0;0;17.14285714;4.5;25.71428571;8
0;1;0;0;1;1;1;0;2;2;10;0;41.33333333;41.33333333;41.33333333;41.33333333;18.57142857;5;10;9;7.142857143;4.5;0;0
0;0;0;1;0;1;1;1;0;2;25;2;45;45;45;45;0;0;37.14285714;7;48.57142857;6.5;31.42857143;8
0;0;0;1;1;0;0;1;2;0;0;2;64;64;64;64;11.76470588;5;0;0;0;0;10.58823529;8
1;0;0;0;1;0;1;1;2;0;20;2;43;43;43;43;3.888888889;9;0;0;10.55555556;4.5;4.444444444;4
0;0;0;1;0;1;1;1;0;2;20;2;21;21;21;21;0;0;37.14285714;5;28.57142857;4.5;42.85714286;8
0;1;0;0;0;1;1;1;0;2;10;2;69;69;69;69;0;0;12.72727273;9;20;2.5;16.36363636;6
0;0;0;1;1;0;1;1;2;0;15;2;24.8;24.8;24.8;24.8;27.27272727;5;0;0;23.63636364;4.5;20;8
0;0;1;0;1;0;1;1;2;0;25;2;21;21;21;21;44;7;0;0;36;6.5;36;4
0;0;1;0;0;1;1;0;0;2;10;0;44;44;44;44;0;0;10.76923077;5;13.84615385;6.5;0;0
0;0;1;0;0;1;1;1;0;2;5;2;36.33333333;36.33333333;36.33333333;36.33333333;0;0;15.71428571;5;12.85714286;6.5;15.71428571;6
0;0;1;0;1;0;1;0;2;0;20;0;23;23;23;23;15.78947368;5;0;0;20;6.5;0;0
1;0;0;0;1;0;1;1;2;0;25;2;23;23;23;23;22.22222222;7;0;0;24.44444444;4.5;20;4
1;0;0;0;1;0;1;1;2;0;20;2;30.75;30.75;30.75;30.75;16.36363636;5;0;0;23.63636364;6.5;14.54545455;6
1;0;0;0;1;1;1;0;2;2;25;0;32.5;32.5;32.5;32.5;8.421052632;9;15.78947368;5;7.368421053;4.5;0;0
0;0;1;0;1;0;1;1;2;0;15;2;32.33333333;32.33333333;32.33333333;32.33333333;13.68421053;5;0;0;11.57894737;6.5;8.421052632;6
0;0;1;0;1;0;1;0;2;0;25;0;39.66666667;39.66666667;39.66666667;39.66666667;6.111111111;7;0;0;6.111111111;6.5;0;0
0;0;0;1;1;0;1;1;2;0;15;2;17.75;17.75;17.75;17.75;17.33333333;5;0;0;6.666666667;4.5;14.66666667;8
0;1;0;0;1;1;1;0;2;2;10;0;38.5;38.5;38.5;38.5;5.454545455;9;18.18181818;7;20;2.5;0;0
0;0;1;0;1;0;1;0;2;0;25;0;21.2;21.2;21.2;21.2;34.54545455;5;0;0;10.90909091;6.5;0;0
0;0;1;0;0;1;1;0;0;2;10;0;41;41;41;41;0;0;10.47619048;7;6.666666667;6.5;0;0
1;0;0;0;1;1;1;0;2;2;20;0;60.5;60.5;60.5;60.5;15.29411765;9;8.235294118;7;8.235294118;2.5;0;0
1;0;0;0;1;1;0;1;2;2;0;2;60.5;60.5;60.5;60.5;12.85714286;5;4.285714286;7;0;0;12.85714286;8
0;0;1;0;0;1;1;0;0;2;15;0;20.66666667;20.66666667;20.66666667;20.66666667;0;0;5.263157895;7;11.57894737;6.5;0;0
